name;open;high;low;close;volume;marketCap;timestamp
"2781";0.2240428651;0.2254974003;0.2131250507;0.219339292;365923.62;0;"2024-07-27T00:00:00.000Z"
"2781";0.2193777476;0.2210652028;0.1980017513;0.2154100144;397497.3;0;"2024-07-28T00:00:00.000Z"
"2781";0.2153703443;0.216394008;0.1992863018;0.2057919933;395364.14;0;"2024-07-29T00:00:00.000Z"
"2781";0.2058400194;0.2231970801;0.2044712173;0.2187308987;377797.41;0;"2024-07-30T00:00:00.000Z"
"2781";0.2187653603;0.2191481714;0.1931689675;0.1931689675;361133.36;0;"2024-07-31T00:00:00.000Z"
"2781";0.1930006672;0.2064960316;0.1844191818;0.205307782;425004.61;0;"2024-08-01T00:00:00.000Z"
"2781";0.2054884624;0.2071747757;0.1758889969;0.185576961;339202.35;0;"2024-08-02T00:00:00.000Z"
"2781";0.185576961;0.1960524333;0.17944575;0.1956933095;388962;0;"2024-08-03T00:00:00.000Z"
"2781";0.1956563775;0.1961779652;0.1900829782;0.1906070326;332235.94;0;"2024-08-04T00:00:00.000Z"
"2781";0.1899321029;0.1927993275;0.1864139341;0.1887091324;398586.83;0;"2024-08-05T00:00:00.000Z"
"2781";0.1887875887;0.1931672365;0.1886507994;0.1904889707;386719.98;0;"2024-08-06T00:00:00.000Z"
"2781";0.1897159645;0.1923677788;0.1872476852;0.190297008;354098.65;0;"2024-08-07T00:00:00.000Z"
"2781";0.1902622413;0.1926226471;0.1856983764;0.1871649801;390952.79;0;"2024-08-08T00:00:00.000Z"
"2781";0.1891538283;0.2032788787;0.1888028508;0.2013462894;437709.41;0;"2024-08-09T00:00:00.000Z"
"2781";0.2013121605;0.218854339;0.2001294933;0.210477367;390935.61;0;"2024-08-10T00:00:00.000Z"
"2781";0.210477367;0.2114655637;0.1774927702;0.1774966567;406871.4;0;"2024-08-11T00:00:00.000Z"
"2781";0.1775353481;0.1782116596;0.1676238345;0.1709999594;354192.11;0;"2024-08-12T00:00:00.000Z"
"2781";0.1712045008;0.1718183858;0.1615989905;0.165715449;402832.54;0;"2024-08-13T00:00:00.000Z"
"2781";0.165715449;0.166404597;0.1573107915;0.1652812744;398093.97;0;"2024-08-14T00:00:00.000Z"
"2781";0.1663154177;0.1669657212;0.1615226723;0.1648732456;428909.33;0;"2024-08-15T00:00:00.000Z"
"2781";0.1637626535;0.1639245287;0.1496398687;0.1560082425;364423.23;0;"2024-08-16T00:00:00.000Z"
"2781";0.1561953247;0.1603768554;0.1544802148;0.1554761326;395637.05;0;"2024-08-17T00:00:00.000Z"
"2781";0.1548223633;0.1652814771;0.1522353701;0.1651888281;401117.93;0;"2024-08-18T00:00:00.000Z"
"2781";0.1651222969;0.1688862962;0.1566540842;0.1628995592;420037.13;0;"2024-08-19T00:00:00.000Z"
"2781";0.1630192951;0.1645098474;0.1572363028;0.1581449783;394338.05;0;"2024-08-20T00:00:00.000Z"
"2781";0.1576207902;0.1595896842;0.1544849327;0.1575616009;413568.14;0;"2024-08-21T00:00:00.000Z"
"2781";0.1574020554;0.16340438;0.1561625305;0.1628489809;427406.07;0;"2024-08-22T00:00:00.000Z"
"2781";0.1629523546;0.1700425765;0.1563563132;0.1693405164;423889.97;0;"2024-08-23T00:00:00.000Z"
"2781";0.1693405164;0.1697365328;0.1676493793;0.1690421137;377227.72;0;"2024-08-24T00:00:00.000Z"
"2781";0.1690421137;0.1701172898;0.1655610244;0.1696345552;409000.25;0;"2024-08-25T00:00:00.000Z"
"2781";0.1695965281;0.1699676506;0.1682707596;0.1684300407;405890.1;0;"2024-08-26T00:00:00.000Z"
"2781";0.1684300407;0.1689299869;0.1629281051;0.1655726436;424844.39;0;"2024-08-27T00:00:00.000Z"
"2781";0.1655009129;0.1864944393;0.1624939509;0.1660917986;416413.93;0;"2024-08-28T00:00:00.000Z"
"2781";0.1662242703;0.1681585835;0.1606491805;0.1665631825;443321.78;0;"2024-08-29T00:00:00.000Z"
"2781";0.1665313494;0.1687952903;0.1643000586;0.1671450308;342733.05;0;"2024-08-30T00:00:00.000Z"
"2781";0.1672290644;0.1680925813;0.1619815285;0.1629997964;402378.6;0;"2024-08-31T00:00:00.000Z"
"2781";0.1633232491;0.166330685;0.1556954796;0.1560107451;375026.58;0;"2024-09-01T00:00:00.000Z"
"2781";0.1558761461;0.1685646851;0.1554390554;0.1613838185;422624.3;0;"2024-09-02T00:00:00.000Z"
"2781";0.1604980189;0.1605538737;0.1548506168;0.1557016371;390964.56;0;"2024-09-03T00:00:00.000Z"
"2781";0.1557421095;0.1697943443;0.1542246292;0.1673423039;383026.67;0;"2024-09-04T00:00:00.000Z"
"2781";0.1671982328;0.1681443819;0.1574107114;0.161929728;403689.82;0;"2024-09-05T00:00:00.000Z"
"2781";0.161929728;0.1638148445;0.1549345783;0.1562334381;461395.03;0;"2024-09-06T00:00:00.000Z"
"2781";0.1561902073;0.1574137765;0.1531037096;0.1555514713;380372.95;0;"2024-09-07T00:00:00.000Z"
"2781";0.1555803732;0.1570530792;0.154193268;0.156751752;399022.21;0;"2024-09-08T00:00:00.000Z"
"2781";0.156751752;0.1574198712;0.1546054124;0.1567176778;395822.26;0;"2024-09-09T00:00:00.000Z"
"2781";0.1566327241;0.1569812024;0.1537963479;0.1560172729;440730.04;0;"2024-09-10T00:00:00.000Z"
"2781";0.1560172729;0.1641231585;0.1536088782;0.1620777673;357872.45;0;"2024-09-11T00:00:00.000Z"
"2781";0.1620774457;0.162163313;0.1573050913;0.1574368239;388312.59;0;"2024-09-12T00:00:00.000Z"
"2781";0.1574739954;0.1586993507;0.1552759393;0.1584373133;280922.03;0;"2024-09-13T00:00:00.000Z"
"2781";0.1562931628;0.1595648109;0.1556101397;0.157589892;273422.49;0;"2024-09-14T00:00:00.000Z"
"2781";0.157589892;0.1594803037;0.1544299959;0.1571676448;265197.8;0;"2024-09-15T00:00:00.000Z"
"2781";0.1570125523;0.158724772;0.1539084783;0.1557362703;235341.97;0;"2024-09-16T00:00:00.000Z"
"2781";0.1557439876;0.1565555809;0.1506641627;0.151173349;208582.11;0;"2024-09-17T00:00:00.000Z"
"2781";0.151173349;0.158203216;0.1506877976;0.1573088494;253544.26;0;"2024-09-18T00:00:00.000Z"
"2781";0.158510723;0.1590085776;0.1523456598;0.1544575063;266376.29;0;"2024-09-19T00:00:00.000Z"
"2781";0.1545760012;0.1566776548;0.1517512132;0.1522537887;250415.81;0;"2024-09-20T00:00:00.000Z"
"2781";0.1492412306;0.1564763964;0.1424910092;0.1562187075;264804.29;0;"2024-09-21T00:00:00.000Z"
"2781";0.1563279238;0.1570101647;0.1528088094;0.155735052;256111.02;0;"2024-09-22T00:00:00.000Z"
"2781";0.155735052;0.1568462909;0.1523582057;0.153635512;264996.45;0;"2024-09-23T00:00:00.000Z"
"2781";0.1536909745;0.1605370814;0.1459157266;0.1605370814;231922.44;0;"2024-09-24T00:00:00.000Z"
"2781";0.1606602142;0.1674469862;0.152232467;0.1543921312;244500.68;0;"2024-09-25T00:00:00.000Z"
"2781";0.1543309163;0.1560482247;0.1451271398;0.1483038163;247616.78;0;"2024-09-26T00:00:00.000Z"
"2781";0.1483038163;0.14870103;0.1410113742;0.1464670693;237290.54;0;"2024-09-27T00:00:00.000Z"
"2781";0.1466442279;0.1480129317;0.1453170286;0.1473849894;246806.42;0;"2024-09-28T00:00:00.000Z"
"2781";0.1466160076;0.1479059457;0.1459220442;0.1472276404;258007.44;0;"2024-09-29T00:00:00.000Z"
"2781";0.1472108015;0.1646921053;0.1423991079;0.1578618215;243147.36;0;"2024-09-30T00:00:00.000Z"
"2781";0.1579147541;0.1615616669;0.143555966;0.1441808668;238960.41;0;"2024-10-01T00:00:00.000Z"
"2781";0.1441222289;0.1493725235;0.1406569016;0.1491047319;285331.49;0;"2024-10-02T00:00:00.000Z"
"2781";0.1492336601;0.1539900051;0.1451640399;0.153155401;246283.51;0;"2024-10-03T00:00:00.000Z"
"2781";0.1533451207;0.1603702737;0.1408122678;0.1419107647;245276.52;0;"2024-10-04T00:00:00.000Z"
"2781";0.1419107647;0.1486212417;0.1406588515;0.1474577697;257213;0;"2024-10-05T00:00:00.000Z"
"2781";0.1492629728;0.1550252361;0.1409578425;0.1440390916;267299.17;0;"2024-10-06T00:00:00.000Z"
"2781";0.1439774158;0.1442695946;0.1412510983;0.1425799634;241279.24;0;"2024-10-07T00:00:00.000Z"
"2781";0.1425799634;0.1515195296;0.1425799634;0.1431498388;249715.88;0;"2024-10-08T00:00:00.000Z"
"2781";0.1428626587;0.1453458233;0.1406028142;0.143833807;273279.88;0;"2024-10-09T00:00:00.000Z"
"2781";0.1426538485;0.1442498394;0.1415325603;0.1431300658;221046.13;0;"2024-10-10T00:00:00.000Z"
"2781";0.1431880816;0.1437056851;0.1408538787;0.1420640373;279079.88;0;"2024-10-11T00:00:00.000Z"
"2781";0.1421272394;0.1573429131;0.140966163;0.1546084303;252512.85;0;"2024-10-12T00:00:00.000Z"
"2781";0.1543933216;0.1608575124;0.1496406549;0.1563897005;267960.53;0;"2024-10-13T00:00:00.000Z"
"2781";0.1564557856;0.160671611;0.1510532948;0.1568303064;245653.13;0;"2024-10-14T00:00:00.000Z"
"2781";0.156886421;0.1618928228;0.1496650019;0.1549839828;238375.07;0;"2024-10-15T00:00:00.000Z"
"2781";0.1551351101;0.1622217419;0.1496760824;0.1586323359;229705.51;0;"2024-10-16T00:00:00.000Z"
"2781";0.1586873635;0.1620674389;0.1421656201;0.1438965866;299200.95;0;"2024-10-17T00:00:00.000Z"
"2781";0.1438315944;0.1523387873;0.143544331;0.1502183333;228320.56;0;"2024-10-18T00:00:00.000Z"
"2781";0.1507255879;0.1524068655;0.1431255789;0.1467654511;233010.43;0;"2024-10-19T00:00:00.000Z"
"2781";0.1465517147;0.1521554651;0.144515451;0.1504539308;255513.88;0;"2024-10-20T00:00:00.000Z"
"2781";0.1507688985;0.1527474904;0.1485885447;0.1521806432;263722.89;0;"2024-10-21T00:00:00.000Z"
"2781";0.152298584;0.1533691135;0.1500212026;0.1525663545;271365.08;0;"2024-10-22T00:00:00.000Z"
"2781";0.1523731495;0.1576706607;0.1444162797;0.1518373439;274413.83;0;"2024-10-23T00:00:00.000Z"
"2781";0.1525400356;0.1525400356;0.141982589;0.1477308549;235650.62;0;"2024-10-24T00:00:00.000Z"
"2781";0.1462500216;0.1497240185;0.1415000556;0.1448956176;197230.25;0;"2024-10-25T00:00:00.000Z"
"2781";0.1449312145;0.1483224251;0.1408565367;0.1410288446;232526.94;0;"2024-10-26T00:00:00.000Z"
"2781";0.1411931698;0.1461343539;0.1399707587;0.1451377216;282621.68;0;"2024-10-27T00:00:00.000Z"
"2781";0.1451972978;0.1654339178;0.1399609087;0.1400668055;248738.41;0;"2024-10-28T00:00:00.000Z"
"2781";0.1400668055;0.1448867025;0.1399813176;0.1417994279;247200.63;0;"2024-10-29T00:00:00.000Z"
"2781";0.1413805239;0.1444992637;0.1402901032;0.1440013467;258182.27;0;"2024-10-30T00:00:00.000Z"
"2781";0.1440013467;0.1444001879;0.140277725;0.1419231444;262944.64;0;"2024-10-31T00:00:00.000Z"
"2781";0.1419231444;0.1475931321;0.1410560633;0.1468216254;209426.74;0;"2024-11-01T00:00:00.000Z"
"2781";0.1465841047;0.1517422979;0.1459034239;0.1499737154;232524.67;0;"2024-11-02T00:00:00.000Z"
"2781";0.1500671326;0.1527535325;0.1495305336;0.1525050832;166724.73;0;"2024-11-03T00:00:00.000Z"
"2781";0.1525066284;0.1540567809;0.1505445631;0.1518363197;231330.29;0;"2024-11-04T00:00:00.000Z"
"2781";0.1517683874;0.1531371069;0.1498777441;0.1512906231;117421.42;0;"2024-11-05T00:00:00.000Z"
"2781";0.151250795;0.1543852894;0.1498595356;0.1514576776;160667.11;0;"2024-11-06T00:00:00.000Z"
"2781";0.1516295391;0.1569484135;0.1503393585;0.1507264127;140183.56;0;"2024-11-07T00:00:00.000Z"
"2781";0.1512936598;0.1569051647;0.1487157411;0.1553133833;129913.74;0;"2024-11-08T00:00:00.000Z"
"2781";0.1561240204;0.1591155985;0.152276328;0.1563518291;124662.47;0;"2024-11-09T00:00:00.000Z"
"2781";0.1563469469;0.1565724619;0.1486049166;0.1502382276;161153.16;0;"2024-11-10T00:00:00.000Z"
"2781";0.1501988791;0.1514954504;0.1405998414;0.1408944981;130124.56;0;"2024-11-11T00:00:00.000Z"
"2781";0.1408609566;0.1412092698;0.1356323274;0.1368944615;172677.48;0;"2024-11-12T00:00:00.000Z"
"2781";0.1374692287;0.1400605008;0.130437168;0.1330525742;144138.22;0;"2024-11-13T00:00:00.000Z"
"2781";0.1331945023;0.136645845;0.1303257913;0.132373342;143433.84;0;"2024-11-14T00:00:00.000Z"
"2781";0.1322910451;0.1374088134;0.1308625778;0.1320397719;131930.67;0;"2024-11-15T00:00:00.000Z"
"2781";0.1321646974;0.1375487854;0.1302230759;0.1360186131;136864.16;0;"2024-11-16T00:00:00.000Z"
"2781";0.1354343064;0.1506519776;0.1342802155;0.1426669222;141620.34;0;"2024-11-17T00:00:00.000Z"
"2781";0.1425685847;0.1462517985;0.1351550486;0.1356335457;148657.48;0;"2024-11-18T00:00:00.000Z"
"2781";0.1356335457;0.1410688516;0.1309321127;0.1405391061;136318.85;0;"2024-11-19T00:00:00.000Z"
"2781";0.140996568;0.1516556343;0.1387062792;0.151647121;161854.9;0;"2024-11-20T00:00:00.000Z"
"2781";0.1516522169;0.1551058638;0.1498164749;0.1517978017;138597.99;0;"2024-11-21T00:00:00.000Z"
"2781";0.1520446174;0.1528092616;0.140709527;0.1424002799;150880.32;0;"2024-11-22T00:00:00.000Z"
"2781";0.1415349907;0.1415349907;0.1316809998;0.1323597378;134825.47;0;"2024-11-23T00:00:00.000Z"
"2781";0.1329346484;0.1338453071;0.1319857873;0.1330897002;136660.4;0;"2024-11-24T00:00:00.000Z"
"2781";0.1332915494;0.1517996042;0.1325485604;0.132874498;148249.58;0;"2024-11-25T00:00:00.000Z"
"2781";0.133970911;0.1375246911;0.1307154577;0.1333772881;161248.87;0;"2024-11-26T00:00:00.000Z"
"2781";0.1347896849;0.1371086604;0.1323342794;0.1340682658;161896.59;0;"2024-11-27T00:00:00.000Z"
"2781";0.1342094537;0.1342786509;0.1310264578;0.1312729988;168193.63;0;"2024-11-28T00:00:00.000Z"
"2781";0.1312781192;0.1314169084;0.1266598856;0.1266601839;169041.51;0;"2024-11-29T00:00:00.000Z"
"2781";0.1267920671;0.1305194663;0.1229690867;0.1244648186;166207.98;0;"2024-11-30T00:00:00.000Z"
"2781";0.1246679794;0.1303182319;0.1245455049;0.1285500896;166735.98;0;"2024-12-01T00:00:00.000Z"
"2781";0.1286376438;0.134042676;0.1191295966;0.1219761724;163400.65;0;"2024-12-02T00:00:00.000Z"
"2781";0.1223030621;0.1285521886;0.1222470049;0.1280235509;0;0;"2024-12-03T00:00:00Z"
